from type -> to type,connections,synapses
Tm25 -> Sm34,12,29
TmY4 -> LTe05,13,29
Li21 -> LMt3,11,29
Tm31 -> LLPt,13,29
Tm21 -> Mi14,13,29
Tlp1 -> LPC2,11,29
Tm9 -> Tm36,13,29
T5b -> LPi02,10,29
Tm5f -> LCe04,10,29
Tm5f -> Sm04,13,29
Tm37 -> LC14a1,7,29
Sm09 -> Sm20,14,29
TmY20 -> Li08,14,29
LPi04 -> Tm36,12,29
Tm4 -> Tm5f,9,29
Li02 -> LTe30,9,29
Mi2 -> Pm06,14,29
MLt6 -> LC28a,12,29
R8 -> MTe50,11,29
LMa3 -> LT11,9,29
Tm5a -> Tm32,11,29
Tm27 -> Y1,9,29
Li19 -> LMt2,12,29
Li19 -> LC14a1,12,29
Pm13 -> T2a,11,29
LMt1 -> LMa1,12,29
LMt1 -> LTe64,7,29
MLt2 -> Tm27,14,29
Tlp4 -> LC18,13,29
MLt4 -> T3,10,29
Tm21 -> Tm20,14,29
Li08 -> LT67,12,29
Dm3q -> Tm5e,14,29
C3 -> Pm05,10,29
Li01 -> LPLC4,13,29
TmY11 -> Dm10,11,29
TmY9q -> Tlp4,13,29
Tm4 -> Y12,10,29
Li05 -> LC15,14,29
Tm36 -> LC14b,11,29
Pm05 -> MeTu4a,12,29
Tm1 -> Dm10,8,29
Tm5c -> LC17,12,29
MLt2 -> LTe76,12,29
Pm03 -> Mi13,13,29
Tm36 -> Sm06,12,29
C2 -> Dm11,13,29
Li10 -> LT36,11,29
T4b -> TmY4,14,29
TmY3 -> LC28a,12,29
Tlp5 -> LT52,9,29
Tlp5 -> LT57,8,29
T2 -> Pm12,13,29
Pm10 -> Y4,14,29
Sm02 -> AVLP534,11,29
Y12 -> Li12,10,29
Mi10 -> MLt5,14,29
Mi10 -> Tm35,11,29
MLt5 -> Sm29,10,29
L4 -> Tm21,13,29
Lawf2 -> L1,12,29
Sm08 -> aMe17c,12,29
L1 -> Tm20,13,29
TmY31 -> LPi07,13,29
TmY9q -> Tm5f,12,29
LMt2 -> LT79,11,29
Li13 -> LC31c,8,29
Tm25 -> Tm5d,13,29
Tm5e -> Tm20,14,29
Pm04 -> Am1,11,29
Sm34 -> Tm5a,14,29
Tm5a -> LC14a2,10,29
Li07 -> LTe42c,6,29
Tm20 -> LC14a2,10,29
Tm16 -> LTe12,12,29
Pm07 -> MLt2,10,29
Sm09 -> Tm5f,14,29
TmY9q⊥ -> Tm5f,12,29
Y3 -> cLLP02,8,29
Tm35 -> LT72,11,29
Y4 -> MTe43,11,29
Li02 -> LTe27,8,29
Li26 -> Li21,9,29
Li06 -> cM07,12,29
Sm42 -> LMa4,10,29
Sm42 -> MeMe_e06,1,29
Sm42 -> MTe54,9,29
Tm5e -> cM10,12,29
Tm21 -> Tm5e,13,29
MLt7 -> LT64,9,29
Sm10 -> Sm04,12,29
Tm21 -> Tm4,14,29
MLt7 -> Sm34,13,29
Li12 -> TmY31,14,29
Li12 -> Tm33,13,29
Li12 -> uncertain,11,29
TmY3 -> Mi1,14,29
LMa4 -> Y4,13,29
TmY11 -> LT65,12,29
Pm08 -> MeLp2,10,29
TmY16 -> T2a,11,29
Li10 -> LTe67,11,29
Li01 -> LTe10,11,29
Lawf2 -> Pm04,10,29
R7 -> Tm27,9,29
Tm5e -> T5d,13,29
Pm01 -> Tm3,12,29
Li03 -> LC31c,7,29
LPi11 -> LPi03,12,29
Tm5d -> LC6,11,29
Tm4 -> LCe07,12,29
LPi04 -> LPi14,12,29
LPi11 -> LPi10,12,29
Li08 -> LC19,8,29
Lawf2 -> Mi13,7,29
Pm02 -> Mi9,13,29
TmY3 -> L2,14,29
Li16 -> LT1a,11,29
TmY3 -> LC22,13,29
Sm18 -> MTe01b,8,29
Li15 -> Li24,10,29
T5a -> Y4,11,29
TmY10 -> LTe27,12,29
Li07 -> Li07,10,29
Pm11 -> MTe39,6,29
Dm12 -> Tm1,14,29
Tm7 -> Dm8b,11,29
Tm27 -> cML01,12,29
Mi13 -> MLt3,13,29
Li05 -> Li06,12,29
Tm36 -> Sm09,12,29
Li15 -> Li17,13,29
TmY5a -> LC33a,13,29
Tm16 -> LTe07,11,29
Li16 -> LMt1,12,29
Lawf2 -> Tm1,7,29
uncertain -> Sm40,10,29
Y1 -> T5b,12,29
Tm9 -> Dm10,10,29
TmY31 -> Tm21,12,29
Mi1 -> Pm10,6,29
Tm21 -> TmY11,14,29
Tm20 -> LC21,12,29
Li09 -> OA-ASM1,13,29
Sm12 -> Tm5b,13,29
TmY5a -> LTe33,12,29
Li18 -> LPLC2,13,29
uncertain -> LC17,9,29
Sm41 -> MTe01a,12,29
Li13 -> LT78,6,29
Li10 -> LC37a,13,29
Li27 -> Tm5a,13,29
Tm3 -> LC40,11,29
uncertain -> Pm04,9,29
Li16 -> LT60,4,29
T4b -> Tlp5,10,29
uncertain -> LC14a1,8,29
Dm6 -> MLt1,5,29
Tm35 -> LC45,10,29
Sm40 -> MTe12,6,29
LPi11 -> LPi06,5,29
Li06 -> Li05,11,29
Pm14 -> Pm08,7,29
TmY4 -> LC20b,8,29
Sm36 -> LT58,3,29
Li33 -> TmY10,10,29
Li33 -> LTe11,1,29
Sm35 -> MTe35,3,29
Am1 -> LPi06,7,29
Am1 -> HSE,1,29
Sm35 -> MTe50,8,29
LPi15 -> TmY9q⊥,12,29
Li30 -> LC24,9,29
MeMe_e01 -> MeMe_e01,11,29
LPLC1 -> LMt2,14,29
LC15 -> LMt1,14,29
LC28a -> Li32,10,29
LC14b -> LMa1,6,29
MeTu4c -> Tm34,14,29
MeTu4c -> LTe57,9,29
LT78 -> LT64,4,29
PLP020 -> PLP104,1,29
MTe02 -> Sm11,9,29
cM04 -> aMe5,8,29
MeTu3c -> Sm07,14,29
LT70 -> LPLC1,12,29
aMe22 -> aMe1,2,29
aMe22 -> cL04,2,29
LC24 -> LC22,6,29
LC14b -> LC40,7,29
cL01 -> Li02,11,29
LC25 -> LC31c,9,29
LC37a -> Li33,6,29
LPLC4 -> LTe64,9,29
LC13 -> PLP051,4,29
LT52 -> Li01,12,29
cL12 -> LTe49b,2,29
LLPC2 -> LC9,12,29
LC14a1 -> Tm3,12,29
LLPC1 -> LC10d,12,29
MeMe_e08 -> cM05,4,29
LC14a2 -> MeTu4c,11,29
LC14a2 -> LC24,6,29
LC9 -> Tm5f,12,29
cL09 -> T2a,8,29
cL09 -> LT51,1,29
MeMe_e02 -> MeTu3c,12,29
VS2 -> T5d,13,29
LC16 -> Tm31,13,29
MTe35 -> Tm5d,13,29
MeMe_e02 -> Tm16,9,29
LCe01a -> LC26,13,29
LC14a2 -> LMt2,7,29
MTe03 -> Sm22,11,29
LLPC2 -> Nod1,3,29
cLP03 -> Am1,7,29
LT59 -> cL22a,1,29
CB0816 -> TmY10,13,29
LTe33 -> LC37a,2,29
HSN -> Y1,12,29
MTe23 -> uncertain,2,29
LC9 -> Li09,13,29
LT64 -> LTe42a,3,29
LT57 -> LC40,9,29
LPLC2 -> LPi11,14,29
LAL047 -> LCe07,2,29
MeTu4c -> LC13,10,29
MeTu4a -> LTe32,9,29
s-LNva -> aMe22,1,29
LC28a -> LT74,12,29
cM06 -> Pm12,2,29
LCe05 -> LT51,6,29
cLLPM01 -> TmY5a,12,29
MTe06 -> Sm30,10,29
cL20 -> Y1,8,29
LC14a1 -> LT80,2,29
LT56 -> LMt2,7,29
LT41 -> Li17,7,29
cM16 -> Sm42,1,29
cL11 -> LC10d,11,29
LT38 -> LTe01,3,29
OA-AL2i1 -> TmY20,12,29
OA-AL2i1 -> T4c,14,29
LC10b -> LT38,7,29
mALD1 -> LT72,1,29
mALD1 -> LTe10,1,29
LC22 -> LTe49a,5,29
PLP023 -> LTe15,1,29
LT37 -> LPLC1,9,29
LT37 -> LLPC4,3,29
MTe47 -> cM10,2,29
aMe24 -> aMe20,1,29
uncertain -> LMTe01,3,29
LTe10 -> LTe33,2,29
OA-ASM1 -> LT51,11,29
cL04 -> Li12,8,29
cL04 -> LC46,9,29
OA-AL2b2 -> aMe1,4,29
cLP05 -> cL13,1,29
LC28a -> LTe45,6,29
CB0592 -> MTe47,5,29
MTe28 -> LTe75,1,29
LPT48_vCal3 -> LTe52,2,29
cM17 -> MLt7,11,29
cM17 -> Tm27,12,29
cM17 -> Mi1,12,29
CB0566 -> Sm28,5,29
cM14 -> MeMe_e01,4,29
cM15 -> LMa4,8,29
LT11 -> Li06,12,29
LC10b -> Tm5a,5,29
LTe06 -> cM09,2,29
LT55 -> LCe09,5,29
cLLPM02 -> LPT30,1,29
LPT28 -> Y3,13,29
H2 -> LPT23,3,29
cLP04 -> Tlp5,5,29
cM13 -> MeTu4d,9,29
LT34 -> Li18,7,29
LT34 -> LC10a,13,29
LT34 -> LCe02,8,29
aMe9 -> Sm17,8,29
aMe9 -> Sm40,4,29
LT83 -> LPLC1,12,29
TmY31 -> Sm07,11,28
Y4 -> Li10,9,28
Tm3 -> LPT31,13,28
Tm5c -> Dm8a,11,28
Tlp1 -> H1,9,28
Mi9 -> Pm13,9,28
Tm37 -> LT52,11,28
Li17 -> LMa5,13,28
Tm27 -> Sm12,11,28
T4c -> C2,12,28
Tlp4 -> LMt3,12,28
TmY5a -> VSm,12,28
Tm16 -> LMt1,13,28
Li06 -> LC18,11,28
Sm06 -> Tm33,12,28
Tm1 -> Li21,7,28
TmY15 -> Am1,11,28
Mi13 -> Mi4,13,28
Tm4 -> Dm14,13,28
Li13 -> MLt3,13,28
Li02 -> LC24,8,28
TmY9q -> LT57,10,28
TmY31 -> LTe15,9,28
LMa2 -> Li15,11,28
LMa2 -> MTe34,5,28
LMa2 -> MTe18,7,28
Mi15 -> Sm02,8,28
LMa3 -> Tm3,14,28
LMa3 -> LT61b,8,28
LMa3 -> LT79,7,28
Tm27 -> LC9,14,28
Tm5a -> Sm27,14,28
Li24 -> Li24,5,28
Li24 -> LMa1,9,28
TmY10 -> MTe26,11,28
Li19 -> LC21,10,28
Mi15 -> Sm09,12,28
MLt3 -> LC31b,11,28
Mi4 -> Pm01,10,28
Mi14 -> LMa2,10,28
Tm5c -> LC31a,13,28
Tm4 -> Tm5c,13,28
Tm5f -> LLPt,11,28
TmY15 -> TmY20,13,28
Sm03 -> Sm41,11,28
Sm09 -> Sm30,12,28
TmY9q -> LT36,12,28
TmY9q -> Li08,12,28
TmY9q -> Pm07,13,28
Tm31 -> Tm7,14,28
L3 -> CB0816,13,28
Tlp14 -> Y1,11,28
Tm5c -> aMe12,13,28
C2 -> T3,11,28
LPi02 -> Y1,14,28
TmY4 -> Tm8b,7,28
Tlp5 -> LPT30,6,28
TmY31 -> Mi13,8,28
MLt1 -> Tm27,12,28
uncertain -> LC10b,10,28
uncertain -> Li21,7,28
Sm15 -> MTe03,9,28
Sm15 -> MTe38,9,28
Tlp14 -> Am1,11,28
TmY3 -> T5c,13,28
Pm10 -> MeMe_e07,11,28
Tm5c -> PDt,13,28
TmY15 -> Tm25,13,28
C3 -> LMt1,13,28
Tm5c -> Tm3,14,28
MLt5 -> Mi14,14,28
Dm2 -> MTe32,11,28
Tm35 -> Tm5d,11,28
Li25 -> T2a,13,28
Li11 -> LT78,8,28
Tm31 -> Li09,13,28
Pm09 -> C3,13,28
Li11 -> Tm37,12,28
TmY5a -> LTe28,11,28
TmY5a -> LCe08,13,28
Tm5e -> LTe14,12,28
L4 -> TmY10,13,28
Sm07 -> MeTu3c,13,28
DmDRA1 -> MTe04,9,28
TmY31 -> LPi14,11,28
TmY9q -> LC14a1,11,28
Mi4 -> aMe5,13,28
Y3 -> MTe43,12,28
Li01 -> LT75,11,28
TmY16 -> Pm12,11,28
Li05 -> cL02d,9,28
Y3 -> Tm27,14,28
Y3 -> LMa1,11,28
Y11 -> LT66,11,28
Tm3 -> LT53,12,28
T2a -> Mi4,13,28
Tm31 -> LC15,12,28
Li16 -> cL21,12,28
Li16 -> LMa5,12,28
Tm20 -> Sm27,12,28
Sm42 -> Sm40,2,28
Sm42 -> Sm21,8,28
Sm42 -> Sm31,8,28
Mi1 -> Sm07,13,28
Tm36 -> Tm33,12,28
Li10 -> LC24,12,28
Tm5f -> Tm34,13,28
Tm5a -> LT67,11,28
Tm2 -> Li16,14,28
TmY5a -> Mi10,12,28
Dm2 -> Tm5a,12,28
Dm13 -> Tm9,12,28
LMa1 -> LMt2,12,28
Tm4 -> LTe18,11,28
Pm08 -> Mi4,13,28
Tm5c -> MTe12,13,28
TmY16 -> Pm14,11,28
Pm02 -> Mi13,9,28
T3 -> TmY14,13,28
Mi13 -> Mi2,12,28
LMa4 -> LTe05,8,28
Sm26 -> aMe19a,6,28
Dm8a -> MTe49,6,28
TmY15 -> MTe41,12,28
Mi4 -> MLt3,11,28
Pm07 -> LC14b,8,28
Tm4 -> LC18,12,28
Pm04 -> LMa1,11,28
Pm04 -> Sm04,10,28
TmY10 -> MTe39,10,28
LMa1 -> LC13,12,28
LMa1 -> LT51,8,28
uncertain -> L2,7,28
Tm4 -> Dm15,14,28
LLPt -> cLP02,12,28
Tm3 -> LC24,12,28
Sm10 -> MeMe_e05,8,28
Sm18 -> MTe51,10,28
MLt2 -> MTe30,10,28
Mi13 -> TmY5a,13,28
Dm10 -> Mi14,10,28
Dm8a -> Mi15,12,28
Li10 -> LTe63,8,28
Li10 -> cL02b,12,28
Li02 -> LC22,7,28
Tm16 -> aMe17c,9,28
Y1 -> MTe03,10,28
Sm30 -> MTe14,4,28
Tm35 -> LT86,10,28
PDt -> Dm10,10,28
Dm2 -> Tm27,11,28
MLt6 -> uncertain,7,28
Pm10 -> MTe39,7,28
Tm1 -> TmY10,11,28
Sm27 -> MTe35,6,28
Sm27 -> MTe39,4,28
Tm1 -> Pm14,9,28
Sm07 -> Sm03,12,28
Sm12 -> LT58,8,28
MLt1 -> Sm01,11,28
Li27 -> LC21,11,28
Tm5c -> LTe18,9,28
LPi13 -> LPT47_vCal2,1,28
TmY9q⊥ -> Sm42,12,28
Tm5a -> Dm8b,12,28
L3 -> Tm4,4,28
Sm03 -> MTe02,9,28
LMa3 -> LTe12,5,28
Li10 -> cL05,11,28
Li12 -> LCe04,9,28
Pm12 -> Am1,2,28
Sm40 -> OA-ASM1,8,28
Sm40 -> MTe49,2,28
Dm8a -> R8,3,28
Tm20 -> LT57,6,28
Tlp1 -> VS8,9,28
Pm14 -> MTe52,9,28
Sm36 -> Sm22,10,28
uncertain -> LLPC3,11,28
Li33 -> Tm25,12,28
Li33 -> Li27,2,28
Am1 -> LPi03,5,28
Sm35 -> Tm5c,11,28
Li30 -> LC10c,11,28
Li30 -> Tm5e,13,28
Li30 -> MLt6,11,28
Li31 -> Li10,5,28
LC10d -> Tm7,13,28
LTe31 -> Li09,6,28
LTe38a -> LTe75,3,28
LLPC2 -> TmY4,13,28
cM12 -> C3,10,28
cM12 -> C2,10,28
LC24 -> LT78,9,28
MeTu4a -> LTe49a,9,28
MTe01b -> MeMe_e01,10,28
MTe50 -> MTe01a,11,28
LC40 -> Tm32,13,28
MeTu4a -> MTe45,11,28
aMe5 -> LTe50,4,28
LC14a1 -> LT39,8,28
LPC1 -> LLPC1,13,28
LLPC3 -> Y11,12,28
MeTu4a -> Tm5e,11,28
LC27 -> LTe02,6,28
LC14a1 -> LTe20,8,28
aMe17a1 -> Sm15,10,28
LT70 -> LC22,6,28
LC17 -> LC11,13,28
LC14b -> LTe12,7,28
MTe01a -> MLt2,11,28
LC25 -> LC26,10,28
LC25 -> LTe26,10,28
LC28a -> LTe38a,9,28
LPC1 -> T4b,14,28
LC18 -> LC18,5,28
LPT23 -> LLPt,10,28
LPT23 -> LPT49,3,28
LT52 -> LCe03,9,28
LC14b -> Dm20,11,28
MTe02 -> Sm12,8,28
LLPC2 -> LPi02,13,28
MeMe_e08 -> LT42,4,28
cL09 -> Tm27,11,28
cL21 -> TmY14,13,28
aMe5 -> cL16,4,28
CB0816 -> Dm10,13,28
LC14a2 -> Tm5e,8,28
LPT51 -> aMe22,1,28
MTe07 -> Sm12,11,28
LPLC2 -> LPT50,12,28
LT52 -> cL13,4,28
MTe08 -> AVLP151,4,28
aMe17b -> aMe25,2,28
LC28a -> LTe47,6,28
cL13 -> LTe03,2,28
cML01 -> LT80,2,28
cML01 -> Li31,1,28
LC6 -> LC20b,12,28
uncertain -> Nod2,1,28
cM18 -> Sm29,4,28
cM18 -> uncertain,6,28
LC22 -> uncertain,7,28
LC14a2 -> LC19,7,28
LC37a -> LC40,7,28
LC37a -> Li24,6,28
cM10 -> Tm37,11,28
MeMe_e06 -> cM07,1,28
VS1 -> T4b,13,28
OA-AL2i2 -> Li19,4,28
cLLPM01 -> LC15,6,28
LC45 -> Li33,2,28
VST1 -> LPT47_vCal2,2,28
cL18 -> LPLC2,11,28
cL20 -> LC36,4,28
cL20 -> Li32,1,28
LPT52 -> cL18,2,28
LT87 -> Li24,5,28
LT41 -> Li06,9,28
LT41 -> Tm5f,12,28
cL02b -> Li09,9,28
LT63 -> PLP051,2,28
LT53 -> Y4,12,28
cL11 -> LCe07,1,28
cL11 -> LT65,1,28
LPT58 -> Y11,12,28
cLLPM01 -> LT80,3,28
LT37 -> LC15,10,28
LT39 -> Tm5e,12,28
LT39 -> LTe76,1,28
MTe42 -> cM17,1,28
OA-ASM1 -> cM17,4,28
OA-ASM1 -> Tm20,14,28
OA-ASM1 -> Li06,13,28
cL04 -> LTe45,2,28
cL04 -> mALD2,2,28
cL04 -> cL10,2,28
LT1d -> T3,14,28
aMe4 -> C3,11,28
LT84 -> Li33,1,28
cMLLP02 -> TmY15,11,28
aMe17a2 -> MLt5,11,28
LC14a2 -> T5b,8,28
LT68 -> TmY10,9,28
cM15 -> Pm05,8,28
MTe15 -> LC33a,4,28
LT42 -> Li19,2,28
LT42 -> Li33,1,28
LT58 -> LC24,12,28
LT58 -> Tm27,8,28
LT58 -> Tm7,11,28
HSS -> Tlp5,9,28
LC34 -> LCe06,6,28
LTe06 -> Li10,5,28
cM01b -> Sm38,2,28
LT43 -> Li08,8,28
LTe21 -> LT85,1,28
AVLP151 -> LMt4,6,28
AVLP151 -> LT56,1,28
LTe46 -> LTe17,1,28
LTe46 -> LT68,2,28
cL16 -> Tm35,10,28
cL02b -> Li01,8,28
LTe19 -> LC19,2,28
LT34 -> LTe16,1,28
MTe32 -> uncertain,1,28
LT65 -> LC33a,4,28
LT65 -> TmY31,11,28
mALC3 -> LCe07,2,28
aMe12 -> aMe13,2,28
aMe19a -> MTe46,3,28
aMe9 -> TmY11,8,28
cMLLP01 -> LTe09,5,28
cMLLP01 -> OA-AL2i4,1,28
aMe19a -> LatB,3,28
Dm3q -> Tm5a,12,27
TmY20 -> LT52,9,27
Mi1 -> L3,9,27
Dm11 -> Dm3q,12,27
Tm5e -> Dm2,13,27
Tm5a -> MTe30,11,27
Tm4 -> MTe53,10,27
Tlp4 -> Li26,10,27
Tm9 -> Tm5a,13,27
Tm4 -> LCe01b,12,27
MLt4 -> Li33,9,27
Tm34 -> LT77,11,27
LPi08 -> LPTe01,10,27
Li21 -> LT11,8,27
Dm3p -> Tm25,13,27
TmY9q -> Li16,11,27
Tm8a -> LMt3,8,27
Tm36 -> MTe54,13,27
Dm1 -> OA-AL2i3,12,27
TmY20 -> Tm25,12,27
Tm5e -> Mi10,13,27
Sm03 -> Sm36,12,27
Li02 -> LC9,12,27
Sm09 -> Pm05,12,27
Tm8a -> LC37a,12,27
MLt5 -> Tm8a,13,27
MLt3 -> LT66,10,27
LMa2 -> Li09,9,27
Y4 -> Li05,12,27
Li24 -> LT57,6,27
Tm4 -> Tm31,10,27
TmY15 -> H2,9,27
Mi15 -> Sm21,11,27
TmY5a -> Dm3v,13,27
Dm4 -> Tm5c,12,27
Li19 -> Li25,4,27
Tm16 -> Dm10,12,27
Pm13 -> Tm20,8,27
Li05 -> Tm33,9,27
Tm8a -> TmY9q,11,27
Li08 -> Li32,6,27
Sm07 -> Sm30,12,27
TmY11 -> TmY10,12,27
Sm09 -> aMe5,13,27
Tm32 -> LMt2,11,27
Dm8a -> MTe22,10,27
Tm5f -> Tm32,13,27
Tm25 -> Y3,10,27
LPi07 -> TmY5a,12,27
T2a -> TmY16,11,27
MLt2 -> cL17,8,27
Tm36 -> MTe46,10,27
TmY31 -> LPi15,11,27
Mi4 -> Pm08,12,27
Y1 -> VS7,10,27
Li17 -> LT62,13,27
TmY31 -> Sm39,10,27
T4a -> VS3,6,27
Pm10 -> LMt4,10,27
Dm20 -> L2,12,27
Dm15 -> Tm21,13,27
Dm12 -> Mi14,10,27
Y4 -> Am1,11,27
Mi13 -> Dm6,12,27
Y3 -> cL16,11,27
Sm12 -> Pm10,11,27
Tm5f -> TmY9q⊥,9,27
Sm10 -> MTe02,11,27
Dm9 -> Dm4,13,27
Tm27 -> aMe17c,12,27
TmY10 -> LC10d,10,27
T3 -> LC10a,11,27
LPi09 -> TmY4,13,27
Sm06 -> aMe10,9,27
Sm34 -> Tm25,12,27
Y12 -> Sm42,12,27
Li05 -> uncertain,11,27
Sm07 -> Sm21,13,27
TmY5a -> L5,13,27
LPi10 -> TmY3,13,27
Tm4 -> LT61b,12,27
Sm03 -> MeTu3a,13,27
Li07 -> Li08,12,27
Tm25 -> Dm3p,12,27
T5b -> LLPC1,12,27
Tm35 -> LT55,10,27
Dm14 -> Mi1,8,27
Li16 -> Li16,12,27
Li26 -> Li15,12,27
Li26 -> TmY14,10,27
Sm42 -> MeTu4c,7,27
Sm42 -> MTe01b,9,27
Sm42 -> MeMe_e05,2,27
Sm42 -> MTe33,1,27
TmY11 -> MTe53,12,27
Tm5e -> LTe57,12,27
Pm06 -> Pm01,13,27
Tm5c -> Mi14,9,27
Tm5f -> TmY20,10,27
TmY15 -> LT82a,10,27
Tm35 -> LC14a2,9,27
Tm4 -> LC31a,11,27
Sm18 -> MTe06,12,27
MLt5 -> Sm07,13,27
LMt3 -> Pm01,11,27
Pm03 -> MTe43,8,27
Tm5e -> LTe06,10,27
Tm8b -> TmY10,12,27
TmY16 -> Tm1,9,27
Tm16 -> Tm5d,13,27
Sm26 -> MeMe_e05,5,27
Li08 -> LC35,9,27
Sm32 -> Tm4,13,27
Sm32 -> cM07,8,27
Sm02 -> MLt5,10,27
Sm08 -> Sm12,12,27
C2 -> R1-6,9,27
Tm20 -> OA-ASM1,11,27
Pm10 -> C2,11,27
Tm27 -> LMa1,12,27
Sm12 -> LMa4,8,27
C3 -> MLt1,9,27
TmY10 -> LPLC1,12,27
Pm06 -> Tm21,12,27
Tm25 -> Sm09,13,27
Y3 -> T2,13,27
Tm4 -> LC13,8,27
Tm5e -> T5b,13,27
Dm1 -> Dm1,11,27
Mi4 -> Pm07,13,27
Tm7 -> TmY16,10,27
Li23 -> LC37a,5,27
Pm09 -> MeLp2,8,27
uncertain -> Li30,9,27
TmY10 -> LT59,8,27
Tm32 -> LTe67,8,27
Tlp1 -> LC18,12,27
Sm06 -> Sm41,11,27
Y1 -> Mi14,13,27
Tm16 -> LMa3,13,27
Pm10 -> Tm1,9,27
Sm30 -> MTe12,7,27
Li12 -> LCe01b,11,27
LLPt -> LC11,11,27
Tm5e -> MLt8,12,27
Y3 -> PDt,13,27
uncertain -> LMa2,9,27
Tm5c -> MeTu3c,11,27
LMa2 -> Mi13,8,27
TmY3 -> LMa2,11,27
Li10 -> Li01,11,27
Tm5a -> LC20a,9,27
TmY5a -> Sm22,10,27
Sm01 -> MeTu4a,9,27
uncertain -> LC6,10,27
Mi1 -> TmY10,7,27
Dm10 -> C3,12,27
TmY31 -> MTe01a,9,27
Tlp5 -> Li18,11,27
LMa3 -> TmY5a,11,27
TmY5a -> LTe57,11,27
Dm8a -> Dm11,12,27
Sm27 -> uncertain,7,27
TmY9q⊥ -> LCe05,8,27
MLt8 -> LTe23,8,27
Sm41 -> MTe50,7,27
Sm41 -> DmDRA1,10,27
Tm5c -> LTe06,10,27
Tm2 -> Pm10,12,27
Li27 -> LCe01a,6,27
Li27 -> LC9,11,27
uncertain -> LT68,2,27
Tm34 -> Li12,11,27
TmY31 -> LPT50,11,27
Tm3 -> AVLP534,6,27
Y3 -> LTe17,10,27
LPi13 -> LPT45_dCal1,2,27
LPi13 -> VSm,2,27
LPi13 -> LPT29,1,27
Li04 -> LT55,7,27
Sm33 -> Sm14,9,27
Sm10 -> Dm8a,10,27
Sm28 -> aMe19a,3,27
Li01 -> LTe65,7,27
Tm35 -> Li30,11,27
Sm11 -> MeMe_e09,5,27
Pm14 -> MeMe_e08,11,27
T2 -> LT1d,7,27
Sm11 -> Sm08,6,27
Sm36 -> MTe22,3,27
LPi14 -> HSN,2,27
Li28 -> Li09,9,27
Li33 -> LTe62,1,27
Li33 -> Li30,1,27
Sm39 -> uncertain,2,27
Am1 -> LPi14,2,27
Sm35 -> MTe51,10,27
LPi15 -> LLPC3,11,27
Li30 -> cLM01,1,27
Li31 -> Li21,8,27
Li31 -> LCe01a,6,27
Li32 -> LTe14,1,27
cLP01 -> uncertain,10,27
MTe04 -> Sm13,8,27
LC10e -> LC10c,12,27
LC11 -> LTe26,12,27
LT55 -> Li10,12,27
LT55 -> LC36,6,27
cM12 -> Sm07,11,27
LC39 -> LC39,5,27
LC21 -> LC15,11,27
LC46 -> LC10b,8,27
LC10a -> LLPC3,13,27
LC28a -> LTe58,10,27
LC14b -> Tm5e,10,27
LC18 -> LC31b,11,27
MeTu1 -> MLt6,8,27
LTe64 -> LC14a2,7,27
cL01 -> PLP051,5,27
MTe52 -> TmY5a,12,27
MeTu4a -> cL12,10,27
MeTu4a -> TmY16,12,27
MTe50 -> LT53,4,27
LLPC3 -> Nod2,7,27
LPLC1 -> TmY15,12,27
LPLC4 -> LC14a2,8,27
LPT23 -> Nod5,3,27
LT52 -> LLPt,11,27
aMe5 -> MTe05,10,27
MTe02 -> Sm27,11,27
LC14a2 -> LC6,9,27
MTe01a -> MLt5,12,27
LLPC3 -> LPT52,9,27
cL09 -> LTe18,1,27
cM05 -> Pm14,2,27
LC10b -> cL22b,9,27
LC14a1 -> LC13,9,27
MTe07 -> Sm04,12,27
LC14a2 -> TmY11,8,27
MTe01a -> Pm14,12,27
cLPL01 -> Y1,9,27
cML01 -> Tm4,11,27
cML01 -> Mi14,13,27
LTe03 -> LC19,4,27
LTe03 -> LT51,6,27
LTe03 -> LT69,2,27
OA-AL2i3 -> CB0816,7,27
OA-AL2i3 -> MTe43,2,27
LT40 -> LCe06,3,27
LT40 -> Tm5c,12,27
LT40 -> LCe07,5,27
LLPC2 -> LTe12,9,27
MeTu4c -> LTe71,9,27
LC20a -> Li32,11,27
CB3238 -> LTe65,3,27
cLLP02 -> LT52,10,27
5-HTPMPV03 -> Pm14,3,27
cLP03 -> Nod1,5,27
cLP03 -> Y11,5,27
cM10 -> MLt1,11,27
cM10 -> TmY5a,12,27
LPT27 -> LPT53,1,27
VS1 -> T5b,12,27
VS1 -> VSm,2,27
mALC5 -> LTe29,1,27
MeMe_e07 -> Tm5e,9,27
LPT52 -> cLLPM02,1,27
LT41 -> Li16,5,27
LT69 -> cL20,1,27
cM16 -> Tm5c,13,27
LT63 -> LTe14,2,27
LT38 -> LT51,4,27
mALD1 -> cL16,2,27
mALD1 -> cLLP02,2,27
PLP023 -> cL05,1,27
LT37 -> OA-ASM1,4,27
cL15 -> LT37,1,27
LT39 -> LMt3,8,27
LT39 -> LT65,1,27
LTe38b -> PLP022,2,27
cL14 -> Tm5d,11,27
MTe30 -> MTe01b,5,27
DNpe053 -> cM08b,2,27
DNpe053 -> uncertain,1,27
OA-ASM1 -> Tm37,11,27
OA-ASM1 -> LC17,13,27
OA-ASM1 -> Sm09,12,27
cL04 -> Tm8b,11,27
LPT54 -> LPLC4,12,27
cLP05 -> PLP163,1,27
cMLLP02 -> Li16,5,27
